"peak","accessibility_score"
"chr2-148019985-148022011",462
"chr2-203238268-203240161",462
"chr20-50730518-50732392",462
"chr21-44816677-44819046",462
"chr3-16264139-16265738",462
"chr3-28347421-28349799",462
"chr4-6908700-6911523",462
"chr5-96661125-96663613",462
"chr6-291270-293805",462
"chr6-32843291-32846102",462
"chr6-87700584-87702950",462
"chr9-89317876-89319400",462
"chr9-127979240-127982131",462
"chr9-128127122-128129453",462
"chr1-30743355-30752763",461
"chr1-156504215-156506049",461
"chr10-68330811-68333215",461
"chr12-12999665-13001917",461
"chr12-122973980-122975865",461
"chr12-124565906-124569262",461
"chr15-72271854-72273403",461
"chr17-81221931-81224167",461
"chr17-81925966-81929794",461
"chr2-46698185-46700143",461
"chr2-84969255-84972534",461
"chr2-106192633-106194987",461
"chr2-113889207-113891439",461
"chr7-151875052-151878268",461
"chr8-26382479-26384237",461
"chr1-31644067-31646123",460
"chr1-204409128-204412664",460
"chr10-102419271-102423184",460
"chr10-132306811-132309303",460
"chr12-6752225-6754215",460
"chr13-27423897-27427920",460
"chr19-7196949-7198856",460
"chr19-11504684-11506721",460
"chr2-54722938-54725339",460
"chr2-68465229-68468126",460
"chr20-62301665-62303958",460
"chr21-32770792-32772998",460
"chr21-35045024-35049728",460
"chr7-43582421-43584707",460
"chr7-140923600-140925502",460
"chr8-60678027-60680791",460
"chr8-102410582-102413310",460
"chr9-137300916-137308379",460
"chr1-7783235-7784838",459
"chr1-28245707-28249804",459
"chr1-202966160-202969444",459
"chr15-75200637-75205234",459
"chr16-31116296-31118949",459
"chr18-21110531-21112587",459
"chr22-20702042-20704546",459
"chr22-37240934-37245849",459
"chr8-60516234-60518440",459
"chr1-6392308-6394515",458
"chr11-6389682-6392227",458
"chr14-100544659-100550146",458
"chr15-80999584-81002592",458
"chr16-4623565-4626148",458
"chr16-11796162-11798897",458
"chr16-28950216-28951792",458
"chr16-67183165-67185849",458
"chr17-17590810-17593236",458
"chr17-39195581-39200952",458
"chr2-61176338-61178541",458
"chr20-63536324-63538854",458
"chr21-46457801-46460182",458
"chr4-336121-338957",458
"chr8-38384859-38387445",458
"chr9-137589460-137591614",458
"chr1-44673550-44675158",457
"chr1-92960062-92962960",457
"chr11-119056010-119058013",457
"chr12-68807202-68809253",457
"chr16-88649563-88654993",457
"chr17-82697123-82699559",457
"chr19-42198630-42202815",457
"chr19-49663647-49666562",457
"chr20-63863395-63866176",457
"chr21-44871806-44875731",457
"chr3-9730654-9732823",457
"chr3-108089823-108092289",457
"chr6-152982385-152984499",457
"chr1-16642734-16645840",456
"chr1-65065895-65069578",456
"chr11-57711477-57713078",456
"chr11-67265916-67273980",456
"chr12-49017815-49021759",456
"chr12-124913457-124915566",456
"chr14-24428842-24432506",456
"chr17-28719181-28720903",456
"chr19-1037521-1041857",456
"chr19-38315263-38317578",456
"chr2-27211201-27213214",456
"chr20-62064996-62068268",456
"chr22-24423442-24430072",456
"chr22-37197981-37200216",456
"chr22-38200761-38205443",456
"chr6-27131326-27134232",456
"chr7-2402904-2407406",456
"chr9-34987687-34990647",456
"chr1-25020439-25023478",455
"chr1-176205392-176208221",455
"chr11-66068008-66071932",455
"chr11-72222604-72226142",455
"chr12-48716025-48717715",455
"chr12-95216773-95219179",455
"chr16-57185263-57187876",455
"chr16-75647049-75650497",455
"chr17-39150803-39155025",455
"chr17-45245244-45249379",455
"chr2-112274634-112276715",455
"chr22-20857631-20859670",455
"chr22-41412434-41415045",455
"chr8-100308557-100310896",455
"chr9-36399994-36401703",455
"chr11-67352616-67354925",454
"chr12-948765-950578",454
"chr12-31728250-31729870",454
"chr15-58748325-58750629",454
"chr16-88809714-88813325",454
"chr19-4638407-4640553",454
"chr19-5686042-5687849",454
"chr22-36528173-36530198",454
"chr22-38870172-38873380",454
"chr4-18020224-18023001",454
"chr5-42949129-42952744",454
"chr6-33297074-33300396",454
"chr6-159041883-159045622",454
"chr6-159761201-159763193",454
"chr7-7639503-7641639",454
"chr7-108568932-108570925",454
"chr8-26575776-26579974",454
"chr8-47959538-47961675",454
"chr9-85940413-85942139",454
"chr1-161044400-161048801",453
"chr10-101817201-101819502",453
"chr12-6956267-6963435",453
"chr14-51846421-51849439",453
"chr15-63188706-63192930",453
"chr18-3012287-3013979",453
"chr19-530702-533643",453
"chr19-4246508-4247983",453
"chr2-241880754-241882801",453
"chr22-21734691-21736690",453
"chr4-86934253-86936754",453
"chr6-36195674-36197949",453
"chr6-36593235-36596746",453
"chr6-169701219-169703138",453
"chr7-2843348-2845059",453
"chr8-103414279-103415879",453
"chr1-154951279-154956836",452
"chr11-67239282-67241636",452
"chr12-121295189-121298045",452
"chr13-100673490-100675876",452
"chr13-102595894-102598014",452
"chr14-105063450-105068061",452
"chr17-75181779-75183633",452
"chr19-4326743-4329892",452
"chr19-58475222-58477098",452
"chr21-25734144-25736311",452
"chr5-115543663-115545450",452
"chr7-44581321-44583148",452
"chr1-2310334-2317034",451
"chr1-19596215-19598041",451
"chr1-64965172-64967156",451
"chr12-57940644-57942365",451
"chr14-55270874-55272533",451
"chr16-2267274-2269353",451
"chr16-57299320-57301223",451
"chr17-8435231-8437041",451
"chr2-229919934-229923139",451
"chr20-34703233-34706233",451
"chr5-75336100-75338077",451
"chr5-133051051-133053101",451
"chr6-109482340-109484191",451
"chr7-151027409-151029148",451
"chr8-144507516-144510395",451
"chr9-93450668-93454098",451
"chr1-6025252-6028955",450
"chr1-21292603-21295438",450
"chr11-62880182-62882162",450
"chr14-39174404-39176046",450
"chr19-16368620-16372612",450
"chr2-231661684-231663875",450
"chr20-18506852-18508503",450
"chr5-43063941-43067794",450
"chr5-140106993-140109044",450
"chr9-120713187-120715633",450
"chr1-113811276-113813173",449
"chr10-12041662-12044466",449
"chr11-2927710-2934072",449
"chr11-47176083-47178248",449
"chr11-125591452-125593457",449
"chr16-57532452-57538512",449
"chr17-7034998-7036959",449
"chr19-13951700-13953584",449
"chr19-16583790-16589174",449
"chr19-18424779-18430475",449
"chr19-45716565-45718481",449
"chr2-20049612-20052512",449
"chr22-41588883-41590602",449
"chr4-112230888-112232728",449
"chr4-183443724-183445573",449
"chr6-170552693-170554952",449
"chr8-97643264-97645837",449
"chr1-9714168-9722497",448
"chr1-15616583-15619034",448
"chr1-229341312-229343946",448
"chr10-97332957-97336127",448
"chr12-14769081-14772227",448
"chr15-66386075-66388076",448
"chr15-97959951-97961857",448
"chr16-67480048-67482710",448
"chr16-69310612-69312264",448
"chr16-87382511-87384922",448
"chr17-63549483-63552141",448
"chr17-76498279-76502713",448
"chr22-42856045-42857938",448
"chr3-42599938-42602244",448
"chr3-49722207-49725447",448
"chr7-5554614-5559515",448
"chr7-129611027-129613137",448
"chr1-66924068-66925917",447
"chr1-67428769-67431467",447
"chr1-155192549-155196397",447
"chr1-222711225-222714106",447
"chr10-48306024-48307600",447
"chr11-266720-270003",447
"chr13-27449557-27451587",447
"chr14-49619864-49621789",447
"chr16-84116074-84117900",447
"chr19-18918617-18920154",447
"chr19-19032278-19034749",447
"chr19-45885148-45887367",447
"chr21-14382496-14384193",447
"chr21-42060812-42064654",447
"chr3-50615849-50618664",447
"chr5-131796114-131797865",447
"chr1-150875681-150877436",446
"chr10-70145109-70147371",446
"chr10-110006859-110009157",446
"chr11-43680085-43681599",446
"chr12-109572849-109574296",446
"chr14-77615296-77617416",446
"chr16-2535439-2538578",446
"chr17-1515336-1517514",446
"chr17-35241562-35245254",446
"chr17-57084532-57086797",446
"chr17-58006216-58008208",446
"chr17-59106003-59107555",446
"chr18-50281004-50282772",446
"chr19-16626981-16629608",446
"chr3-194485279-194488662",446
"chr5-10760130-10763221",446
"chr6-28895238-28898594",446
"chr6-166997615-167000074",446
"chr9-40991388-40992949",446
"chr1-202158948-202165902",445
"chr12-100266372-100268309",445
"chr15-63599245-63602273",445
"chr19-13982930-13987985",445
"chr2-86035341-86041719",445
"chr3-47380099-47382117",445
"chr3-50566717-50570134",445
"chr4-2240963-2242816",445
"chr4-77156412-77158777",445
"chr5-36874945-36878478",445
"chr5-134370419-134372463",445
"chr6-118892506-118895504",445
"chr6-151451620-151453129",445
"chr1-10032282-10033906",444
"chr1-40860600-40863206",444
"chr10-43435930-43437857",444
"chr10-102132343-102134202",444
"chr11-76380106-76381914",444
"chr11-111601670-111604791",444
"chr12-56358743-56361044",444
"chr14-89415664-89419391",444
"chr19-38402488-38404008",444
"chr2-214808380-214810512",444
"chr21-39182689-39184383",444
"chr3-44337727-44339337",444
"chr3-47780337-47782783",444
"chr4-971912-974979",444
"chr7-4774643-4776439",444
"chr7-65872522-65874165",444
"chr8-18082946-18085246",444
"chr8-42139136-42142287",444
"chr9-121200570-121202577",444
"chr11-64915543-64917918",443
"chr12-57458744-57463279",443
"chr12-107091891-107094421",443
"chr14-67359107-67360964",443
"chr14-99603087-99605941",443
"chr16-1825662-1827755",443
"chr19-7068656-7070280",443
"chr19-18303196-18309088",443
"chr19-55460907-55462606",443
"chr20-32819347-32821357",443
"chr20-41027941-41029989",443
"chr22-19430328-19433248",443
"chr22-29602889-29604388",443
"chr6-30716784-30718020",443
"chr7-135210466-135212277",443
"chr7-151631500-151633505",443
"chr8-142726107-142728394",443
"chr1-2390919-2392579",442
"chr1-13748601-13750227",442
"chr1-51877835-51879817",442
"chr10-102117037-102122054",442
"chr11-10857012-10859287",442
"chr11-72079519-72081401",442
"chr12-104137109-104138940",442
"chr14-60091113-60093421",442
"chr15-82539477-82541437",442
"chr17-59618662-59621111",442
"chr19-41322656-41329371",442
"chr19-55475895-55477604",442
"chr2-65055293-65057927",442
"chr2-96815317-96817465",442
"chr2-231602893-231606140",442
"chr20-34110651-34113260",442
"chr4-56976370-56980024",442
"chr5-56908374-56910923",442
"chr7-2353540-2355656",442
"chr9-132353917-132355837",442
"chr11-66051185-66052976",441
"chr11-77994087-77995490",441
"chr13-97975461-97977431",441
"chr16-2672908-2674949",441
"chr18-74147223-74148985",441
"chr20-59031536-59033090",441
"chr22-50538113-50543071",441
"chr3-177357880-177361939",441
"chr4-1166749-1173326",441
"chr4-159102185-159104953",441
"chr7-129948698-129953479",441
"chr1-22052142-22054718",440
"chr12-98643814-98646143",440
"chr13-32585523-32588012",440
"chr17-81976344-81978438",440
"chr18-36828077-36829843",440
"chr18-76821507-76824067",440
"chr19-4006869-4008644",440
"chr20-10433377-10435684",440
"chr20-32580744-32586803",440
"chr20-41136281-41140114",440
"chr3-14431193-14434842",440
"chr3-127671010-127674701",440
"chr3-160754324-160757577",440
"chr3-184298386-184299866",440
"chr4-127964170-127966327",440
"chr4-139554853-139557699",440
"chr5-90528662-90530475",440
"chr5-149549404-149552188",440
"chr7-107742864-107744826",440
"chr1-21782036-21784090",439
"chr1-24501192-24504480",439
"chr1-29180872-29182789",439
"chr11-286870-300468",439
"chr11-566052-569669",439
"chr11-62590758-62592732",439
"chr11-65711279-65713025",439
"chr14-96391019-96392693",439
"chr19-17510873-17512979",439
"chr19-45901343-45903715",439
"chr2-85537533-85540399",439
"chr2-97994900-97996788",439
"chr2-197306449-197311871",439
"chr5-176540880-176544358",439
"chr6-27892551-27895964",439
"chr6-85677643-85679608",439
"chr7-127650869-127652790",439
"chrX-123959477-123963505",439
"chr1-146035201-146039740",438
"chr13-36998583-37001422",438
"chr14-34981035-34983543",438
"chr16-8866902-8869934",438
"chr16-88854431-88858205",438
"chr17-40139545-40141254",438
"chr2-64522740-64525700",438
"chr21-42495494-42497258",438
"chr3-47281456-47284066",438
"chr3-52237276-52241395",438
"chr4-75672092-75674171",438
"chr4-107719261-107721819",438
"chr7-75914143-75916422",438
"chr1-22024139-22026549",437
"chr1-154403128-154408717",437
"chr1-179953559-179955766",437
"chr10-124916097-124918439",437
"chr11-14890830-14892731",437
"chr14-53151682-53153994",437
"chr14-103384470-103386914",437
"chr15-68277041-68279105",437
"chr16-4800207-4803919",437
"chr16-30089852-30093287",437
"chr18-79949650-79953204",437
"chr19-859158-864418",437
"chr19-55115915-55118871",437
"chr22-17084243-17088408",437
"chr3-141485476-141488279",437
"chr3-157174167-157176251",437
"chr4-42655283-42657992",437
"chr7-4641125-4642695",437
"chr9-6680543-6682372",437
"chr1-10398191-10400933",436
"chr11-2990668-2993288",436
"chr12-53179814-53181542",436
"chr12-106245916-106250198",436
"chr15-41773688-41775354",436
"chr18-62186431-62188433",436
"chr18-63317816-63321283",436
"chr2-189783371-189785113",436
"chr20-34875531-34877232",436
"chr3-186569888-186571483",436
"chr6-31196700-31199168",436
"chr7-77797602-77799926",436
"chr9-127396208-127398472",436
"chr9-127450253-127452734",436
"chr11-62804358-62807304",435
"chr14-34872849-34875686",435
"chr16-30956811-30958765",435
"chr16-71894108-71896351",435
"chr17-82448939-82451302",435
"chr19-18117308-18120300",435
"chr19-49850196-49852396",435
"chr2-88690900-88692681",435
"chr3-105866591-105869847",435
"chr3-169771593-169774033",435
"chr3-184314024-184317222",435
"chr5-163503082-163506933",435
"chr6-27145126-27147776",435
"chr7-99504135-99505747",435
"chr9-32550256-32552942",435
"chrX-54042649-54045284",435
"chrX-135520120-135522617",435
"chr1-6578804-6582616",434
"chr11-65521873-65526020",434
"chr11-76444112-76446163",434
"chr11-78416208-78421275",434
"chr12-50763249-50765755",434
"chr12-121534383-121538815",434
"chr16-30570958-30572653",434
"chr16-69563779-69567491",434
"chr17-21213437-21215520",434
"chr17-39460863-39463251",434
"chr18-35040846-35043245",434
"chr2-206083650-206086496",434
"chr22-43185744-43188196",434
"chr3-136861233-136863219",434
"chr5-139560523-139562509",434
"chr5-180801903-180805549",434
"chr6-41937670-41942534",434
"chr9-86281589-86283532",434
"chr9-129485629-129491921",434
"chr1-1374303-1376740",433
"chr1-25246036-25248244",433
"chr10-11162736-11166799",433
"chr10-86966101-86972340",433
"chr16-67934131-67937540",433
"chr19-6278786-6280623",433
"chr19-6766009-6768778",433
"chr19-7942999-7944781",433
"chr19-9834454-9835946",433
"chr19-45862277-45864770",433
"chr3-41960957-41962938",433
"chr4-82284319-82285763",433
"chr6-26536511-26539069",433
"chr6-132812194-132815276",433
"chr7-157336072-157338795",433
"chr8-73971095-73973081",433
"chr9-129834422-129836780",433
"chr11-65661722-65664332",432
"chr12-6935344-6939080",432
"chr13-32425950-32429158",432
"chr13-77025373-77027732",432
"chr15-85379405-85381664",432
"chr17-8382576-8384361",432
"chr19-38929961-38931542",432
"chr21-45642269-45644496",432
"chr3-127589024-127592469",432
"chr4-98927772-98930407",432
"chr4-128060477-128062653",432
"chr7-66653678-66655496",432
"chr9-6412343-6414622",432
"chr1-32072245-32073866",431
"chr1-66929459-66931185",431
"chr1-88991614-88993844",431
"chr1-151055764-151060724",431
"chr1-193121350-193122827",431
"chr1-228107812-228110374",431
"chr10-84138610-84140371",431
"chr11-73597247-73599055",431
"chr11-118607232-118611423",431
"chr12-7017755-7019246",431
"chr12-68609995-68611981",431
"chr12-93569320-93573792",431
"chr17-82518839-82520889",431
"chr18-9333693-9335496",431
"chr19-2163252-2165844",431
"chr2-32009106-32011930",431
"chr22-30634312-30636904",431
"chr22-30968392-30970100",431
"chr3-9792025-9793847",431
"chr3-49785637-49787502",431
"chr3-107522435-107526101",431
"chr4-99948864-99951352",431
"chr6-107821802-107825167",431
"chr8-22440098-22444563",431
"chr8-144412475-144415897",431
"chr1-1347808-1350157",430
"chr1-112713661-112716720",430
"chr1-156727762-156730103",430
"chr1-243848730-243851472",430
"chr12-19438983-19440954",430
"chr14-20342266-20344188",430
"chr16-23556759-23558448",430
"chr18-50878118-50880394",430
"chr19-1604623-1606633",430
"chr19-34171486-34173841",430
"chr19-35739158-35742987",430
"chr19-43532453-43535858",430
"chr19-44746467-44749614",430
"chr2-24490019-24492757",430
"chr2-121648382-121650874",430
"chr22-24153146-24158423",430
"chr6-13573804-13575615",430
"chr6-136791050-136793575",430
"chr7-112204877-112207479",430
"chr1-114755507-114758502",429
"chr10-14837297-14839429",429
"chr10-61899157-61904140",429
"chr11-66637795-66639856",429
"chr13-95675975-95678335",429
"chr14-69610474-69612959",429
"chr16-2428099-2430729",429
"chr16-3282265-3284195",429
"chr17-75514317-75518752",429
"chr2-12715857-12719363",429
"chr2-231780208-231782411",429
"chr22-40855663-40857645",429
"chr5-138337107-138339917",429
"chr6-2998267-3000624",429
"chr6-5003224-5004686",429
"chr7-92133367-92135462",429
"chr1-155084079-155086790",428
"chr10-24722145-24725249",428
"chr12-56157133-56161859",428
"chr13-112688364-112691773",428
"chr14-75175659-75177401",428
"chr15-41659758-41662352",428
"chr15-79922711-79924430",428
"chr16-18925300-18927296",428
"chr17-17680939-17683583",428
"chr17-75288554-75290528",428
"chr19-1903393-1906229",428
"chr19-36139284-36141776",428
"chr2-73070023-73072566",428
"chr2-96856987-96860751",428
"chr21-46634744-46637309",428
"chr22-31488891-31491101",428
"chr3-15600977-15602623",428
"chr4-169619381-169622656",428
"chr5-171386913-171389101",428
"chr6-26284198-26286828",428
"chr6-33321920-33324644",428
"chr6-34246424-34249869",428
"chr6-108260017-108262013",428
"chr7-73737551-73739732",428
"chr1-21175205-21177791",427
"chr13-21602847-21604716",427
"chr14-45133838-45136483",427
"chr14-49891994-49894391",427
"chr15-34335120-34338535",427
"chr19-10104398-10106956",427
"chr19-29810454-29813310",427
"chr4-2468012-2470155",427
"chr4-75723561-75725547",427
"chr4-83011842-83013800",427
"chr5-168578813-168580355",427
"chr5-181260117-181262779",427
"chr6-33312280-33315495",427
"chr7-35035672-35038351",427
"chr7-66843839-66846240",427
"chr7-92832329-92837250",427
"chr8-143608569-143611104",427
"chr1-26233531-26235448",426
"chr1-42957198-42959708",426
"chr1-174158610-174160570",426
"chr1-206684461-206687080",426
"chr10-13347027-13350391",426
"chr10-110870920-110873385",426
"chr11-18633367-18635195",426
"chr11-70269762-70271627",426
"chr11-72111821-72113451",426
"chr12-12356413-12358597",426
"chr12-46382699-46384488",426
"chr12-122525974-122527963",426
"chr13-99085133-99088604",426
"chr16-969920-971833",426
"chr16-68230991-68238383",426
"chr17-45060429-45061989",426
"chr19-38617257-38619745",426
"chr19-44752324-44755272",426
"chr2-8680881-8683727",426
"chr2-74528881-74531259",426
"chr2-96207559-96209409",426
"chr21-44338056-44340038",426
"chr5-50665263-50668585",426
"chr6-69795501-69797594",426
"chr7-123534021-123535622",426
"chr1-25904893-25907440",425
"chr1-108691577-108693754",425
"chr10-70168842-70171278",425
"chr11-62572922-62575691",425
"chr11-128692427-128696641",425
"chr12-56102947-56105518",425
"chr16-2204775-2206449",425
"chr17-18314151-18316115",425
"chr19-19191578-19193649",425
"chr21-29298137-29300982",425
"chr3-53890895-53892630",425
"chr4-39181825-39183519",425
"chr5-270793-272302",425
"chr8-67061499-67065267",425
"chr8-144372398-144375248",425
"chr1-27771963-27774211",424
"chr1-38858790-38860544",424
"chr1-156813469-156817504",424
"chr1-161165076-161167395",424
"chr1-179025350-179027023",424
"chr10-119595548-119597871",424
"chr12-25249815-25251760",424
"chr12-116737007-116738768",424
"chr14-95156429-95158804",424
"chr15-91852514-91855197",424
"chr16-46829760-46831976",424
"chr16-88662258-88664314",424
"chr2-238060161-238061847",424
"chr20-3406516-3409306",424
"chr20-34557906-34562979",424
"chr3-125594086-125596154",424
"chr4-39043697-39046627",424
"chr7-920543-926453",424
"chr7-138000975-138002716",424
"chr9-114397410-114399154",424
"chr9-123267256-123269619",424
"chr9-128275127-128277170",424
"chr9-133458579-133461514",424
"chr1-26785970-26789617",423
"chr1-45490187-45491876",423
"chr1-87327945-87332341",423
"chr1-108746095-108747729",423
"chr1-109618979-109622256",423
"chr1-155226361-155228332",423
"chr11-67400511-67402659",423
"chr11-68120154-68122503",423
"chr12-6492811-6494764",423
"chr12-53451580-53453207",423
"chr12-76558542-76560497",423
"chr12-82357846-82359326",423
"chr12-133129607-133131201",423
"chr15-66700453-66704423",423
"chr19-15123984-15126263",423
"chr19-54206106-54211615",423
"chr2-219206043-219207598",423
"chr20-49186689-49188978",423
"chr22-26671068-26674908",423
"chr7-99372906-99376756",423
"chr7-140229037-140233425",423
"chr8-144094315-144096472",423
"GL000219.1-98927-100467",423
"chr1-1231020-1233315",422
"chr1-110963055-110964600",422
"chr10-134258-137487",422
"chr10-74150206-74152007",422
"chr10-97640066-97641814",422
"chr11-65013218-65015069",422
"chr12-6871434-6874350",422
"chr12-49705495-49708130",422
"chr16-21598441-21600851",422
"chr2-241733762-241735835",422
"chr20-62937094-62939047",422
"chr22-19477810-19480482",422
"chr3-81760774-81762122",422
"chr3-196711386-196713226",422
"chr5-41903593-41904874",422
"chr6-73652561-73655220",422
"chr6-166954977-166957851",422
"chr9-83706715-83708991",422
"chrX-40174025-40178179",422
"chr1-28647640-28649497",421
"chr11-62753243-62754816",421
"chr2-65226973-65229062",421
"chr2-73983318-73988088",421
"chr2-203013847-203015669",421
"chr2-241507424-241509654",421
"chr20-33489283-33490927",421
"chr20-34708446-34711397",421
"chr20-56391632-56393533",421
"chr22-37843468-37844911",421
"chr3-49802289-49807993",421
"chr3-123584158-123586495",421
"chr4-2008100-2010419",421
"chr4-73068312-73070431",421
"chr5-112920961-112924254",421
"chr6-3118016-3119502",421
"chr8-140456607-140458779",421
"chr8-143828393-143830453",421
"chr9-76393595-76395783",421
"chr9-127914706-127918686",421
"chr1-155561984-155564361",420
"chr10-73494992-73496514",420
"chr10-95693164-95694515",420
"chr12-51237881-51240028",420
"chr12-98592779-98594653",420
"chr15-34366124-34368360",420
"chr15-52178682-52180992",420
"chr16-1420129-1421627",420
"chr16-14632209-14634443",420
"chr16-15642301-15644071",420
"chr16-28210202-28212636",420
"chr16-70379843-70382321",420
"chr17-44004316-44008308",420
"chr17-49762402-49764925",420
"chr18-31942093-31944064",420
"chr19-5790279-5791689",420
"chr21-46227387-46229978",420
"chr5-55993826-55996035",420
"chr5-127028871-127031722",420
"chr6-119347325-119351076",420
"chr7-16644513-16647004",420
"chr7-92527476-92529243",420
"chr8-89983346-89984993",420
"chr9-136885804-136887593",420
"chr1-11059091-11061427",419
"chr1-23343217-23345164",419
"chr1-26499912-26501828",419
"chr1-47436363-47439689",419
"chr1-109424981-109427388",419
"chr10-31318114-31322031",419
"chr11-65551856-65559272",419
"chr12-13100631-13102681",419
"chr12-56299191-56301113",419
"chr12-89350793-89354888",419
"chr14-104799220-104801822",419
"chr17-43387900-43389850",419
"chr19-42216399-42218457",419
"chr19-57279484-57281461",419
"chr2-71226281-71227833",419
"chr2-171159217-171161601",419
"chr20-59004173-59008652",419
"chr21-37563118-37565035",419
"chr3-52243712-52249962",419
"chr3-196631601-196635094",419
"chr5-141636110-141638738",419
"chr6-26043036-26045926",419
"chr6-26520352-26522555",419
"chr7-30026239-30030024",419
"chr7-101813900-101818041",419
"chrX-103686260-103688279",419
"chr1-182029178-182030489",418
"chr10-92590690-92593654",418
"chr11-18321461-18323108",418
"chr12-57077927-57079420",418
"chr14-65411425-65413926",418
"chr15-67838805-67841682",418
"chr16-2966598-2971522",418
"chr16-67845872-67847869",418
"chr19-3555737-3558614",418
"chr2-32356239-32358528",418
"chr2-171433220-171435050",418
"chr3-121748614-121750481",418
"chr4-55395157-55397106",418
"chr4-78775190-78777657",418
"chr4-102500280-102502646",418
"chr6-36027256-36029224",418
"chr7-100081004-100083199",418
"chr8-26290882-26293574",418
"chr8-41489707-41491361",418
"chr9-124940324-124942259",418
"chr9-128455412-128457358",418
"chrX-11757259-11760390",418
"chr1-173476268-173478320",417
"chr1-228486233-228488575",417
"chr10-102713477-102715465",417
"chr11-60912058-60916088",417
"chr11-130313757-130316151",417
"chr12-6469766-6471540",417
"chr12-132886960-132888577",417
"chr15-99732350-99734074",417
"chr17-16438226-16440429",417
"chr17-81831555-81834104",417
"chr18-3245751-3249121",417
"chr19-17225450-17227344",417
"chr19-45790614-45793423",417
"chr20-3888181-3890536",417
"chr21-43718226-43720868",417
"chr22-19121368-19123341",417
"chr3-4492044-4495728",417
"chr3-15205638-15207563",417
"chr4-185395210-185397266",417
"chr5-115625071-115626797",417
"chr7-103074172-103075963",417
"chr8-73745833-73748307",417
"chr9-98254928-98257284",417
"chr1-11979567-11981017",416
"chr1-110671353-110675630",416
"chr1-117059197-117061058",416
"chr10-69317267-69320275",416
"chr11-413110-419521",416
"chr11-114399724-114401213",416
"chr12-46266381-46270378",416
"chr12-76763326-76765027",416
"chr13-60395924-60398194",416
"chr16-10743351-10744812",416
"chr17-7931369-7933431",416
"chr19-5689745-5696630",416
"chr3-32684387-32685926",416
"chr4-165326712-165328315",416
"chr6-5260035-5261923",416
"chr6-87154562-87156638",416
"chr9-134024484-134026465",416
"chr1-1573764-1575627",415
"chr1-119139424-119141426",415
"chr10-103917362-103918987",415
"chr11-75523967-75526638",415
"chr11-125110937-125112378",415
"chr12-26831907-26834330",415
"chr12-69238823-69240979",415
"chr14-35121229-35123542",415
"chr16-87489990-87493731",415
"chr17-60599344-60602421",415
"chr19-4399074-4401159",415
"chr19-49473653-49476787",415
"chr19-53102562-53104193",415
"chr2-38376074-38378037",415
"chr22-27918290-27920377",415
"chr22-36480998-36482605",415
"chr3-42012375-42015562",415
"chr6-24774433-24776189",415
"chr6-147201897-147204838",415
"chr6-149565181-149567470",415
"chr7-37447190-37449865",415
"chr8-1762729-1765252",415
"chr8-17246077-17247999",415
"chr8-21918175-21920795",415
"chr9-35814320-35816020",415
"chr9-136106376-136111251",415
"chr1-996961-1002422",414
"chr1-151457107-151459987",414
"chr10-25015741-25017507",414
"chr12-110581286-110583906",414
"chr13-99199538-99201920",414
"chr14-100064701-100069504",414
"chr14-100192254-100193999",414
"chr15-101723168-101725049",414
"chr16-57244435-57245898",414
"chr17-63740754-63743258",414
"chr19-1072992-1078154",414
"chr2-131491130-131493708",414
"chr2-135741260-135742916",414
"chr20-25056654-25059533",414
"chr20-63552304-63556044",414
"chr20-63894216-63897073",414
"chr3-25663267-25666117",414
"chr6-33316965-33318599",414
"chr6-116278408-116280690",414
"chr7-875646-878281",414
"chr8-144290624-144292898",414
"chr9-128721632-128725342",414
"chrX-386160-387843",414
"chr11-18011956-18014139",413
"chr12-64403808-64405408",413
"chr14-100374892-100376898",413
"chr16-2222926-2224435",413
"chr16-20899443-20901971",413
"chr17-7204222-7206768",413
"chr2-73385197-73386819",413
"chr2-178478064-178481295",413
"chr2-237966187-237969056",413
"chr20-2651651-2653556",413
"chr21-15062643-15066730",413
"chr5-172004848-172007932",413
"chr6-118650365-118652301",413
"chr7-98250660-98252926",413
"chr9-37119786-37121350",413
"chr9-38066897-38070153",413
"chr9-124868284-124871403",413
"chr9-136943397-136946662",413
"chr1-17437288-17440276",412
"chr1-153727322-153729035",412
"chr11-47213914-47216610",412
"chr11-66677204-66678978",412
"chr12-57693355-57694799",412
"chr12-121399384-121401267",412
"chr12-132760475-132762851",412
"chr14-20454233-20456022",412
"chr15-101651557-101653196",412
"chr16-13919250-13920782",412
"chr17-44121923-44124418",412
"chr18-23584994-23587665",412
"chr19-2840586-2842643",412
"chr21-44011534-44014117",412
"chr3-57691905-57693592",412
"chr3-141737064-141739492",412
"chr3-185585564-185587100",412
"chr4-176319306-176320978",412
"chr5-43007222-43011115",412
"chr5-80253773-80257946",412
"chr7-87218117-87221139",412
"chr9-137617932-137619947",412
"chr1-2255064-2257037",411
"chr1-31296233-31298031",411
"chr1-153670352-153672356",411
"chr1-246930889-246932675",411
"chr10-80453187-80456441",411
"chr11-2883836-2887724",411
"chr14-96361893-96364381",411
"chr15-65868744-65871254",411
"chr16-379656-384551",411
"chr16-89170251-89176182",411
"chr17-34980037-34981589",411
"chr17-75404069-75406845",411
"chr19-49817126-49819279",411
"chr2-27428036-27429705",411
"chr2-241636160-241638531",411
"chr20-1324557-1326360",411
"chr20-35663520-35665601",411
"chr22-43013547-43016012",411
