feature,score,p_value,feature_type
chr11.62830792.62833937,8.047082282953314,0.004648364028163375,ATAC
CDA,8.047032944531649,0.00464848961642613,RNA
chr6.118934087.118935591,8.04693072888386,0.004648749811801875,ATAC
chr10.132331245.132332875,8.044528976017865,0.004654867880067455,ATAC
chr2.206083650.206086496,8.026576920403938,0.004700858740959146,ATAC
chr3.14946772.14949039,8.017177537744738,0.004725123414248704,ATAC
EPS8,8.003504321527586,0.00476064945191559,RNA
PLD1,7.97477177877588,0.004836193811367885,RNA
LEF1.AS1,7.972535263560063,0.004842125192494371,RNA
chr2.159903293.159905440,7.970500828746746,0.004847527091531897,ATAC
chr6.33424960.33432619,7.959570894719369,0.004876654077342743,ATAC
TEX14,7.942824428847314,0.00492162835423887,RNA
AC018742.1,7.928166764678971,0.004961340300395168,RNA
KLRG1,7.923469709372205,0.004974135088666654,RNA
chr15.74842380.74846038,7.918904679528261,0.004986602513864013,ATAC
LMAN1,7.875357688540608,0.005107148042688896,RNA
chr17.63693558.63703086,7.870403709117202,0.005121048675384682,ATAC
chr20.32534389.32540802,7.864740284565684,0.00513698730696984,ATAC
LINC02211,7.8640406492123756,0.005138959809311222,RNA
DAPK2,7.8623077141137045,0.005143848854146597,RNA
NR6A1,7.861345909959071,0.005146564394026705,RNA
chr17.83076913.83082321,7.860538633774692,0.005148844772302437,ATAC
chr11.74397374.74399294,7.853022474456523,0.005170125853815022,ATAC
CST7,7.830258574427416,0.005235128574106088,RNA
RALGPS1,7.826616049468508,0.005245607053363729,RNA
chr5.109408822.109411237,7.801215965129605,0.005319273543106373,ATAC
chr5.72307739.72308884,7.79730212542856,0.005330718216550163,ATAC
chr6.155313618.155315439,7.789276591994581,0.0053542648338666616,ATAC
chr10.5975786.5978447,7.785000888742376,0.005366852930586778,ATAC
chr19.1264454.1272475,7.780994716339602,0.0053786749281970764,ATAC
chr19.54188028.54192173,7.767660229913388,0.005418216212540714,ATAC
KIF15,7.741543659703259,0.005496523151821375,RNA
chr15.43775686.43778026,7.7321063270811035,0.005525103204137311,ATAC
chr4.26860040.26862305,7.731817819647326,0.005525979308391302,ATAC
LDLRAD3,7.731015622437736,0.00552841606913781,RNA
FBN2,7.712975546478772,0.005583505602656631,RNA
LGMN,7.706370268990602,0.005603816317524856,RNA
chr17.29760148.29762039,7.706037285254757,0.005604842212756726,ATAC
chr7.74655978.74661436,7.704868368861705,0.005608445066278197,ATAC
chr11.795328.799414,7.698850637605871,0.005627030495807261,ATAC
chr11.117814426.117818596,7.689069867681913,0.005657372209022373,ATAC
PECAM1,7.653207683747373,0.005770060573089336,RNA
MITF,7.648507075759966,0.005785000180244504,RNA
CYP1B1.AS1,7.6422990180734205,0.005804791398957255,RNA
chr14.93112775.93116688,7.6414091503188,0.0058076339515279185,ATAC
chr1.222711225.222714106,7.639192290226794,0.005814721574504227,ATAC
chr7.44846018.44849061,7.634246992047253,0.005830564278065913,ATAC
AC097375.1,7.6286636751528345,0.00584850395365043,RNA
chr9.128688148.128690864,7.626303734005699,0.0058561035968971815,ATAC
ABCA1,7.624889572557172,0.005860662410626802,RNA
SEC11C,7.623685710571432,0.005864546142481486,RNA
chr9.136117492.136119916,7.622634229626639,0.005867940435611376,ATAC
SLC41A2,7.622197959198798,0.005869349352527984,RNA
chr2.45649527.45653026,7.616008644410476,0.005889374766627578,ATAC
chr16.88649563.88654993,7.611861896606004,0.005902830542252675,ATAC
chr1.15833092.15837840,7.5833940421588055,0.005996058101329623,ATAC
AC022325.2,7.570216687399099,0.006039719983591295,RNA
chr17.49215882.49220082,7.5626221142637124,0.006065031347691824,ATAC
chr14.76151329.76152808,7.554623207667671,0.006091807544586836,ATAC
chr10.22320082.22322425,7.551228060025073,0.006103209242059907,ATAC
chr14.20460353.20462381,7.55067838546926,0.006105057228116704,ATAC
TMTC1,7.51245735390821,0.006234967900217824,RNA
chr5.43312609.43314362,7.475217628042997,0.006364262355436665,ATAC
CSGALNACT1,7.469227870469074,0.0063853130160876105,RNA
chr22.31488891.31491101,7.467890426943629,0.0063900231009791884,ATAC
chr19.7902770.7905523,7.465026842776437,0.006400119757653758,ATAC
chr1.51234737.51237507,7.445666014056508,0.006468813140912484,ATAC
RPL37,7.4303156579792216,0.006523812755408124,RNA
chr10.75110906.75112775,7.424684334447483,0.006544109233064354,ATAC
KLRD1,7.404145763520386,0.00661868352404172,RNA
chr10.71745571.71751194,7.397064711895087,0.0066445954242122926,ATAC
PRF1,7.394422335676999,0.006654291314582301,RNA
chr20.34875531.34877232,7.384143833723196,0.0066921449257783365,ATAC
RPL36,7.3715576519617505,0.006738797437278979,RNA
chr2.70190001.70191542,7.346712960860964,0.006831866982069184,ATAC
chr16.69563779.69567491,7.339727756256325,0.0068582700425041,ATAC
chr12.132686609.132688261,7.3389364717586645,0.00686126755915071,ATAC
chr13.30463903.30467269,7.3293913384891,0.00689753189700274,ATAC
HIVEP3,7.313950866840482,0.006956609841963676,RNA
CCL5,7.295062796222308,0.00702958363791843,RNA
chr16.11667061.11675137,7.294842019715855,0.0070304412210304736,ATAC
MT2A,7.294550439836994,0.007031573996475949,RNA
chr16.28862777.28864874,7.290487011307561,0.007047379697251998,ATAC
SAMD12,7.287996460371267,0.0070570852730906,RNA
RPS19,7.28307685435867,0.0070762969959168535,RNA
chr12.108628290.108636446,7.279163334858482,0.007091618036547006,ATAC
chr9.88387324.88389457,7.267129064540076,0.00713894407077996,ATAC
chr1.92482197.92487399,7.2599573331547,0.0071673012601861825,ATAC
chr2.181456411.181459233,7.259540018327063,0.007168954877728987,ATAC
chr12.111434473.111439105,7.249402069364398,0.007209246884139461,ATAC
GRAP2,7.239876316573437,0.007247317020397675,RNA
chr11.66677204.66678978,7.21936973779434,0.007329972506864161,ATAC
chr4.87219054.87221265,7.190413366802051,0.007448333042881149,ATAC
chr19.36114020.36116470,7.189960367645142,0.007450200164137426,ATAC
chr16.15642301.15644071,7.185926353551897,0.0074668482621540605,ATAC
chr16.53502237.53504788,7.177331248066272,0.007502446828520277,ATAC
chr20.50929228.50932295,7.168441779698894,0.007539447406271297,ATAC
chr12.56634111.56637492,7.168341611778747,0.0075398653974924346,ATAC
chr17.82096517.82100857,7.163523399313887,0.00755999938902993,ATAC
chr6.37695718.37699464,7.146242175001965,0.007632666876591712,ATAC
chr3.25663267.25666117,7.137099455438285,0.007671400915124893,ATAC
chr6.291270.293805,7.128418285321301,0.007708365882441093,ATAC
chr19.10565044.10569812,7.12417617709484,0.0077264953469858445,ATAC
chr3.186782635.186784656,7.120427575127205,0.00774255206194875,ATAC
PKP4,7.118871403084333,0.007749227784817703,RNA
chr2.99335712.99338367,7.114876065130974,0.007766394140573319,ATAC
chr19.44844421.44848566,7.113543103774586,0.00777212999889657,ATAC
chr10.102501475.102505413,7.111462934478448,0.007781089833835018,ATAC
chr20.62952038.62955209,7.105835905381509,0.007805379980203465,ATAC
chr20.36460533.36463274,7.10540645371325,0.007807236977381614,ATAC
SLC25A43,7.100116997599328,0.00783014632655792,RNA
AP001021.3,7.085672298160952,0.007893059707457389,RNA
EEPD1,7.079271121095629,0.007921105163647699,RNA
chr21.33641058.33643597,7.063626377999217,0.007990079881134907,ATAC
chr6.136791050.136793575,7.048417641082996,0.008057722248261885,ATAC
chr10.97640066.97641814,7.04503888956861,0.008072829064316545,ATAC
IL1B,7.041956227194404,0.008086637344975797,RNA
NAV2,7.028555414902729,0.008146945928212489,RNA
chr9.133130572.133135937,7.027411662422938,0.008152114533783398,ATAC
chr18.9333693.9335496,7.0210379797076685,0.008180978736703187,ATAC
LINC02642,7.006505080536581,0.008247185498763741,RNA
chr1.40690969.40692909,6.994490785838493,0.008302332854129403,ATAC
chr1.17437288.17440276,6.993874632713501,0.008305171253231792,ATAC
chr19.29712841.29716990,6.991723822984437,0.008315087068739884,ATAC
C1orf21,6.991256007120802,0.00831724543265709,RNA
chr6.5003224.5004686,6.989461969481899,0.008325527915822964,ATAC
chr7.7967818.7970932,6.977737589680675,0.008379864072366499,ATAC
chr6.119347325.119351076,6.967972508210725,0.008425397311531246,ATAC
MCTP2,6.959045813996333,0.008467243129754812,RNA
NR4A1,6.952708353295042,0.008497080613276529,RNA
chr19.14512147.14519241,6.94646696770564,0.008526571112605928,ATAC
chr17.68247031.68249902,6.942975154789436,0.008543115650879956,ATAC
chr9.40991388.40992949,6.933881614533435,0.008586356324040064,ATAC
chr9.36399994.36401703,6.929642111295559,0.008606592198626441,ATAC
chr19.49495574.49501998,6.92487972648019,0.008629382195317418,ATAC
FAM160A1,6.923736263034606,0.008634863349500532,RNA
chr11.73979332.73984572,6.916310003519968,0.008670547852360875,ATAC
CCNT2.AS1,6.9147835714208155,0.008677901344073145,RNA
NRG1,6.910099489551869,0.008700506558732037,RNA
chr6.106509366.106514593,6.9007383820273835,0.008745864008671098,ATAC
AL162719.1,6.900416432721283,0.008747428257756313,RNA
DPP4,6.896551413429945,0.008766229564284475,RNA
chr19.6766009.6768778,6.890579431056003,0.00879536166221967,ATAC
chr19.17946234.17953383,6.8444808474497005,0.009023603968240031,ATAC
SGK1,6.842376789234777,0.009034165341258093,RNA
chr10.133273060.133280844,6.822039346516739,0.009136905547753706,ATAC
RPS12,6.813011785260748,0.009182894102161653,RNA
chr12.49186875.49189714,6.809134504978686,0.009202718722283535,ATAC
chr5.79235219.79238071,6.798724388075526,0.009256163360620448,ATAC
chr1.156052782.156056073,6.797710215318925,0.009261387028245499,ATAC
chr10.23438137.23440917,6.796603274699993,0.009267091964416638,ATAC
SGO1.AS1,6.739321720752231,0.009567284253720002,RNA
chr11.73375447.73389378,6.712257248934489,0.009712573116024897,ATAC
chr17.50558567.50563922,6.70344873101303,0.009760346338420172,ATAC
chr9.37903299.37905064,6.693295984558314,0.009815709351432111,ATAC
chr2.30230347.30233467,6.682924927762236,0.009872595701350422,ATAC
chr21.42060812.42064654,6.67577745506052,0.00991199724738846,ATAC
IGF2BP2,6.675508168719548,0.009913484881585125,RNA
RSAD2,6.672381385999821,0.009930775140924084,RNA
chr10.104268192.104269782,6.6722373699853375,0.009931572255774391,ATAC
chr19.14404150.14414269,6.667113981847349,0.009959972494282474,ATAC
chr11.67414905.67421901,6.6542686309112815,0.010031544695202467,ATAC
chr5.1522353.1525880,6.648552027523462,0.010063566264593806,ATAC
chr21.46227387.46229978,6.648282133982657,0.010065080665861634,ATAC
WWC2,6.644868669733902,0.010084254182225595,RNA
chr6.7389150.7390725,6.6408590399489125,0.01010682428329247,ATAC
chr2.64652203.64655626,6.620208503435325,0.010223889855543304,ATAC
FLVCR2,6.609936561715563,0.01028263801358663,RNA
chr17.64918699.64920861,6.606925677107817,0.010299923738207546,ATAC
chr17.50718878.50720349,6.58605533894797,0.010420565301401657,ATAC
PYHIN1,6.578970881787067,0.010461846360067988,RNA
chr1.1347808.1350157,6.572813329825193,0.010497862790304364,ATAC
chr17.50146094.50152738,6.562684128946386,0.010557387310745936,ATAC
chr22.21936204.21940072,6.560902850020729,0.010567890837422015,ATAC
chr11.33256720.33259198,6.548942520981921,0.010638694961506745,ATAC
chr16.14284968.14287265,6.542791607574729,0.010675297424135024,ATAC
chr13.40663907.40668655,6.531762619491959,0.010741252342439299,ATAC
chr12.124913457.124915566,6.5147483824673476,0.010843822154588421,ATAC
chr11.64799517.64804275,6.502677306492827,0.010917202146780918,ATAC
LINC01725,6.495392945160917,0.010961730421233705,RNA
DHRS7B,6.489637454814338,0.010997044892912115,RNA
chr3.20185287.20186939,6.475843548212137,0.011082158099606623,ATAC
chr5.139708442.139712256,6.460022812685279,0.011180611655408892,ATAC
chrX.40734905.40736593,6.453451814211004,0.011221767277624504,ATAC
chr4.184648091.184650532,6.453392389131867,0.011222140179763878,ATAC
chr1.27631008.27637385,6.451337323165281,0.011235043896723883,ATAC
chr7.44747849.44751536,6.443189932114279,0.011286351480214857,ATAC
AR,6.442370327778447,0.01129152619343725,RNA
chr19.54448057.54450155,6.442179581450844,0.011292730853078336,ATAC
chr1.167219707.167222792,6.423734125347098,0.011409849655946607,ATAC
chr17.8138059.8157562,6.418462460002315,0.011443550839273732,ATAC
chr4.6672955.6675205,6.418446159259147,0.011443655206722693,ATAC
AL163541.1,6.411598047679549,0.01148758774273417,RNA
chr5.138337107.138339917,6.4081191398154695,0.011509972289795565,ATAC
chr15.85379405.85381664,6.402979028717598,0.011543127735113644,ATAC
chr13.49935598.49937335,6.380823039283194,0.011687169201136405,ATAC
IL2RB,6.373851686411576,0.011732872948513768,RNA
chr2.218367006.218372241,6.373738404653708,0.011733617132338657,ATAC
chr3.122793220.122796145,6.3624328748518675,0.011808131466329036,ATAC
RASGEF1B,6.361744375425763,0.011812685032780913,RNA
LYPLAL1.DT,6.358703327813071,0.011832819392917276,RNA
chr6.44253357.44258756,6.352786589524093,0.01187209451829012,ATAC
chr11.2443578.2448141,6.346193602218398,0.011916016550540297,ATAC
chr11.776482.779004,6.339868706695661,0.011958309670477505,ATAC
chr12.1592366.1595655,6.314810468990944,0.012127391912191683,ATAC
chr19.38898702.38900590,6.30254026950694,0.01221108110452906,ATAC
LMNA,6.2943212890012585,0.012267470978870433,RNA
AC084114.1,6.29344835886572,0.012273475813511271,RNA
AC097376.3,6.275159056234199,0.01239998479322788,RNA
GLRA3,6.2659954057773435,0.012463874550705563,RNA
chr6.30716784.30718020,6.258569071589948,0.012515900069670731,ATAC
TAFA2,6.258057436697623,0.012519492570090583,RNA
chr1.24744668.24746474,6.256626681560848,0.012529544408653264,ATAC
KIAA1958,6.229811461562014,0.012719480596970468,RNA
chrX.24053459.24055425,6.2047975887245155,0.012899329743267343,ATAC
chr1.198156076.198159617,6.200754992407363,0.012928640745647578,ATAC
chr22.50198085.50202162,6.1949096528981205,0.012971143923041955,ATAC
chr4.140150115.140154719,6.184756619027216,0.013045311917059047,ATAC
chr9.114370936.114374610,6.177465698339981,0.013098841429485152,ATAC
chr9.129883981.129892270,6.173315194264939,0.013129415167227609,ATAC
chr10.99430114.99431693,6.171401226098167,0.01314353872372288,ATAC
chr12.57753868.57757198,6.169080459453409,0.01316068511780669,ATAC
HNMT,6.157196054649128,0.013248851744830733,RNA
KLHL13,6.143453777298445,0.013351560166820124,RNA
chr20.57617943.57621424,6.143138211519723,0.013353928282886568,ATAC
IGHV1.2,6.140357372276508,0.013374815387491393,RNA
chr9.111896093.111898343,6.124460231261872,0.013494867859251233,ATAC
chr3.160754324.160757577,6.124139054457989,0.013497304738599126,ATAC
chr5.154189274.154192157,6.122361435541155,0.013510800347365832,ATAC
chr12.14802635.14804216,6.119424727411139,0.013533126172981589,ATAC
chr2.98463456.98467373,6.118855980600835,0.013537454365251176,ATAC
CCL3,6.105942624120073,0.013636110382607697,RNA
chr22.37197981.37200216,6.091315934099808,0.01374875117835576,ATAC
PPIB,6.077400856107135,0.013856801813455845,RNA
COLQ,6.059072627691565,0.014000457418457323,RNA
chr3.195894526.195897458,6.0573558883672085,0.014013991501511466,ATAC
DNASE1L3,6.0469344034991535,0.01409644019305282,RNA
chr7.100081004.100083199,6.046900507651837,0.014096709171315105,ATAC
MOB3B,6.046603670690837,0.014099064927473705,RNA
chr13.99085133.99088604,6.041417165529445,0.014140291594654988,ATAC
chr19.15331007.15334501,6.037743711374197,0.014169566424333636,ATAC
chr15.52677626.52680033,6.029585375496329,0.014234806245079817,ATAC
chr15.34335120.34338535,6.007194246652253,0.014415457463252443,ATAC
chr16.719755.730942,6.003652963225414,0.014444244209023939,ATAC
RUSC2,5.997370915884139,0.014495456270881227,RNA
HS3ST3B1,5.996886376487777,0.014499414067253306,RNA
chr15.67062977.67067536,5.984378657743559,0.014601965684533848,ATAC
chr13.99431899.99435147,5.982174633206627,0.014620113993726465,ATAC
chr1.26694884.26698610,5.979439978724592,0.014642663936995126,ATAC
chr6.137217743.137219969,5.978397183351434,0.014651272264133328,ATAC
chr11.67370054.67375068,5.970399031518519,0.014717471164677596,ATAC
NBEA,5.9695413253067375,0.01472458849484381,RNA
chr17.32876169.32877879,5.9600803348291755,0.01480333265584774,ATAC
chr14.73457335.73459262,5.956072249712867,0.01483682293820099,ATAC
chr12.2794087.2796504,5.9535578227504296,0.014857872568024146,ATAC
chr19.53865094.53877987,5.951082241575274,0.014878627091392045,ATAC
chr16.87489990.87493731,5.939996575571782,0.014971933374665142,ATAC
chr12.124916303.124918378,5.922233674063035,0.015122701223165797,ATAC
chr7.25179577.25181073,5.917219201959831,0.015165545877367091,ATAC
chr8.80485149.80488275,5.909714390269091,0.015229902593687233,ATAC
chr8.140596493.140599312,5.899521980324861,0.015317758031775078,ATAC
LINC02227,5.897044924083419,0.01533918837185067,RNA
ZMAT4,5.88746642075321,0.015422348675481484,RNA
chr9.128721632.128725342,5.887331760058398,0.015423521106420974,ATAC
chr6.31664022.31666698,5.877717138049898,0.01550746952990718,ATAC
chr22.21866280.21868538,5.875655351311119,0.015525532984627612,ATAC
chr20.64076530.64081468,5.865825596180602,0.01561195116548588,ATAC
FA2H,5.851135468923134,0.015742025680870124,RNA
chr19.45766403.45772532,5.845866919216516,0.015788948426899627,ATAC
chr15.40694108.40696097,5.843628393959309,0.015808928855513157,ATAC
chr2.191677155.191680642,5.82514351811788,0.01597492047341729,ATAC
chr7.2517907.2531524,5.815408511609957,0.016063061785626557,ATAC
ANKRD55,5.80432425359729,0.016164030901251,RNA
chr14.24135410.24137117,5.799164292086875,0.01621125752945226,ATAC
chr19.48362913.48365849,5.7957408245356925,0.01624266947522327,ATAC
chr22.31289188.31294049,5.78724728895484,0.01632087341141087,ATAC
PLEKHG2,5.777004616243516,0.016415699942149663,RNA
chr13.51801787.51805699,5.775506936368963,0.016429613051167632,ATAC
GRAMD1B,5.7715932128717125,0.016466028187917002,RNA
chr8.42050710.42053116,5.770452270788832,0.0164766597389251,ATAC
FCGR3A,5.764329805978498,0.01653383144905435,RNA
chr7.2507795.2514212,5.755167630981758,0.016619771075855147,ATAC
RPS18,5.7514735855550505,0.01665455098800837,RNA
chr10.5812543.5814496,5.746452957256562,0.016701941422882022,ATAC
chr19.11923516.11926010,5.741435995386913,0.016749436415528597,ATAC
chr14.50829680.50831984,5.739989488605866,0.016763156224345262,ATAC
chr20.53591906.53595148,5.73315017066694,0.016828183098722874,ATAC
chr9.129623370.129627400,5.7305471075327326,0.01685300092572975,ATAC
chr3.120348146.120350053,5.729345903914733,0.01686446605221107,ATAC
SPATS2L,5.705518675877201,0.017093562856191742,RNA
chr12.94147691.94151006,5.698496957650503,0.017161687788752558,ATAC
chr19.39444693.39446230,5.694787645334824,0.017197788855088714,ATAC
chr17.44217859.44222793,5.6942122407240054,0.017203396036729417,ATAC
AC073332.1,5.689993928304118,0.01724456023283766,RNA
chr17.7854988.7858837,5.688092691952468,0.01726314662262545,ATAC
TBC1D4,5.68735081251958,0.01727040481284964,RNA
chr7.155205099.155207059,5.684161504528051,0.0173016434053348,ATAC
chr1.109618979.109622256,5.679723872114024,0.017345206262774415,ATAC
LRRC36,5.674291442776124,0.017398689117865313,RNA
chr22.30286729.30292300,5.6728148082712755,0.01741325618813606,ATAC
LYST,5.670078021557746,0.017440288065507188,RNA
chr4.98260086.98262772,5.664088325813242,0.017499601142889325,ATAC
chr21.39312088.39314888,5.657909053277277,0.017561010071152836,ATAC
chr15.31338388.31349588,5.650970253347865,0.01763023270434951,ATAC
SASH1,5.650641244228909,0.017633521951184002,RNA
chr17.62063930.62066396,5.643939710848307,0.017700658341564812,ATAC
chr17.81551281.81554223,5.640498213626881,0.017735238132205754,ATAC
DIRC3,5.63811446416815,0.017759230727066116,RNA
chr6.108260017.108262013,5.620279886324106,0.017939805179392473,ATAC
chr12.12560741.12563401,5.616423288003594,0.017979102152321236,ATAC
chr1.1614124.1617092,5.610282896371272,0.01804185373541593,ATAC
chr9.123267256.123269619,5.601485245153684,0.0181321561351809,ATAC
chr1.211577507.211580171,5.590049905367256,0.018250231980303153,ATAC
chr6.36195674.36197949,5.5870373381513785,0.018281470471815546,ATAC
chr11.9572633.9575422,5.583630517478322,0.018316863782918014,ATAC
chr11.67482269.67487087,5.583412438325127,0.018319131810192648,ATAC
chr12.14769081.14772227,5.581256718832668,0.018341566968497876,ATAC
chr3.155853582.155855386,5.562783400672514,0.018534993178752728,ATAC
chr17.35241562.35245254,5.558247001275569,0.018582813830175637,ATAC
FGFBP2,5.545721060092462,0.018715520614945934,RNA
chr12.131893936.131897196,5.541116940958159,0.018764545350338658,ATAC
RPL39,5.53971506843811,0.018779498888302177,RNA
chr5.55533980.55535653,5.536209462679208,0.0188169465944868,ATAC
AC104248.1,5.528200394502105,0.01890279158929688,RNA
TNFRSF21,5.524423284800252,0.01894341699244478,RNA
chr21.29298137.29300982,5.518292561413345,0.019009549602585888,ATAC
chr19.13093563.13101389,5.512307286379464,0.019074343794752705,ATAC
chr2.203013847.203015669,5.5093665722732625,0.019106262496775096,ATAC
chr14.77457001.77459468,5.504350029852168,0.019160840039155427,ATAC
chr11.62726259.62729460,5.501720646650954,0.019189510886712634,ATAC
chr14.60247466.60250445,5.4959327307063335,0.01925277902261014,ATAC
chr17.17749151.17754283,5.492929337897555,0.019285694393263005,ATAC
chr14.32075863.32078464,5.487405348966639,0.01934638617673766,ATAC
chr9.127903373.127907359,5.4839360033994335,0.01938460476216513,ATAC
chr6.30741937.30744926,5.470912054099855,0.019528776568875902,ATAC
chr5.134524032.134527989,5.465047616919971,0.0195940564887372,ATAC
chr5.138352136.138354066,5.462629325114027,0.0196210414417923,ATAC
SLC16A10,5.46254959142129,0.019621931819914378,RNA
chr16.1677695.1679075,5.458525478035651,0.019666923076431735,ATAC
AC099063.1,5.456894211498475,0.01968519173125775,RNA
PRICKLE1,5.453325400443428,0.019725220373885702,RNA
chr1.40383483.40386758,5.452937843623965,0.019729572375506196,ATAC
IL31RA,5.452197012319452,0.019737894178684243,RNA
ZSWIM5,5.452130987106512,0.019738636020327736,RNA
chr19.658353.664042,5.442065725831461,0.019852065035528135,ATAC
RPL10,5.438020154445868,0.01989784603334459,RNA
THBS1,5.428385829977087,0.020007312014934973,RNA
SESN3,5.422121420300942,0.02007882325976402,RNA
chr17.7571883.7574828,5.403575971520828,0.02029208485878012,ATAC
chr18.74596811.74598992,5.395967989534548,0.020380249702096793,ATAC
chr19.6423430.6426565,5.383532065327802,0.020525218633747337,ATAC
chr18.62522107.62525261,5.377036496212896,0.02060136368126121,ATAC
chr11.608142.618495,5.369475683074472,0.020690365013230363,ATAC
chr17.57255381.57258609,5.358820706137036,0.020816466022567925,ATAC
chr2.113755668.113757556,5.357922771270233,0.020827129358206766,ATAC
chr9.93132371.93135340,5.356625851502449,0.02084254079475693,ATAC
chr11.64339251.64343288,5.341846931355594,0.02101899750150116,ATAC
SPON2,5.327204841273722,0.021195348227009123,RNA
chr4.186190441.186192558,5.320221726123191,0.021279993132886102,ATAC
chr13.51583470.51585713,5.316593259274191,0.021324113419788383,ATAC
GK.AS1,5.3092265389007505,0.021413980978696175,RNA
chr9.131272984.131280586,5.307334139998746,0.02143712993729059,ATAC
chr6.41545361.41549109,5.298388183691353,0.0215469140874912,ATAC
chr14.55579468.55581641,5.296882144947988,0.02156545335753139,ATAC
chr3.122415261.122416902,5.2926784134344755,0.021617288695098897,ATAC
chr5.172173007.172176154,5.283912364744847,0.021725797156704103,ATAC
chr14.73757520.73763187,5.282610341186971,0.021741962071064207,ATAC
ITGB1,5.272089082461964,0.021873044480939036,RNA
chr19.916858.922155,5.270918966618477,0.021887673310092105,ATAC
ODC1,5.268670704396963,0.02191580965669793,RNA
chr12.2890089.2891604,5.264330021712899,0.02197023824383687,ATAC
chr12.9756757.9761958,5.263636446249692,0.02197894809498575,ATAC
chr1.156727762.156730103,5.254636128305899,0.022092298622131898,ATAC
chr1.31296233.31298031,5.250743136048621,0.022141514945589393,ATAC
chr20.49218763.49220584,5.247231170046951,0.022186011835861295,ATAC
chr2.240584481.240587592,5.246673711619505,0.022193083407511947,ATAC
chr7.123534021.123535622,5.240048022589001,0.02227731211702516,ATAC
chr5.149549404.149552188,5.234120258655282,0.022352949648561295,ATAC
chr13.99199538.99201920,5.228777816479642,0.022421346888665664,ATAC
chr9.133146927.133150099,5.2265426752020785,0.02245002695858615,ATAC
chr7.102424642.102427472,5.224497476181539,0.02247630315629804,ATAC
chr7.151057230.151061044,5.220768724259499,0.02252429139445687,ATAC
CADM2,5.218905143986301,0.02254831511724314,RNA
chr3.170355924.170358757,5.217554162849507,0.022565747466736445,ATAC
chrX.154367926.154375009,5.211339442444648,0.022646119322427948,ATAC
TRGC2,5.2064813223672015,0.022709153846499724,RNA
LIN7A,5.205269235311305,0.022724909151218695,RNA
chr4.56906723.56909768,5.198939238754056,0.022807374135193147,ATAC
chr5.100900069.100905559,5.1892146675352135,0.022934668212801552,ATAC
chr12.106301532.106304460,5.185695170018741,0.02298091982958048,ATAC
APP,5.179158391506744,0.02306708032305131,RNA
RNF144B,5.174138292321509,0.02313347732571865,RNA
chr11.74170241.74171862,5.167917917539592,0.0232160248644056,ATAC
chr3.195906011.195910630,5.163535713721673,0.023274362551428323,ATAC
SCN9A,5.162689889754825,0.023285640022327685,RNA
chr12.53051033.53055090,5.158401599362522,0.02334290369261635,ATAC
chr1.248857514.248859918,5.151387411703421,0.02343688309029659,ATAC
chr12.121465902.121468537,5.136657237096355,0.023635526442605026,ATAC
chr7.30283877.30286414,5.134818951115505,0.023660439059981976,ATAC
chr6.53064559.53066461,5.129230719004037,0.02373633892850484,ATAC
chr1.228457098.228459605,5.118871278053718,0.023877711632441928,ATAC
chr8.140463775.140465443,5.103585005949407,0.02408791950934105,ATAC
chr2.239264247.239268066,5.101801390949969,0.02411257171237497,ATAC
chr19.4246508.4247983,5.101769956783587,0.024113006414179336,ATAC
ADGRG1,5.101166496309079,0.02412135322356837,RNA
chr1.9625934.9631270,5.093466305081767,0.02422812299378199,ATAC
chr17.78351412.78361525,5.0898572199935215,0.02427833500164782,ATAC
MID1,5.0880378669990876,0.02430368804964903,RNA
chr20.45933279.45936077,5.08698286940236,0.024318402255436147,ATAC
VNN3,5.069138028520774,0.024568694690445692,RNA
chr6.27864110.27867871,5.054654022147373,0.024773816289056293,ATAC
chr4.78775190.78777657,5.0529093219631305,0.02479864450174686,ATAC
DUSP2,5.050439467477548,0.024833836373987176,RNA
chr1.15846820.15850345,5.036590235414039,0.025032132294037016,ATAC
AL691403.1,5.036212516378598,0.02503756355524903,RNA
chr4.2535069.2537882,5.034894434259109,0.025056525996547768,ATAC
chr17.63740754.63743258,5.033174248682643,0.02508129572132664,ATAC
chr7.77536246.77538995,5.02599954939643,0.025184882368191976,ATAC
chr17.1626763.1631954,5.017137766401396,0.025313441251338303,ATAC
chr16.4413959.4417418,4.999960702465466,0.02556457849625402,ATAC
AC009226.1,4.993221487569839,0.025663815889579448,RNA
JAKMIP2,4.9667348322069245,0.02605774148008236,RNA
ADAMTS17,4.965980823753459,0.026069047227950906,RNA
chr17.2040988.2043012,4.960846552682853,0.026146167338874347,ATAC
chr9.35731578.35733655,4.956490191272426,0.026211788942406996,ATAC
chr1.165630227.165632277,4.9563068693009615,0.02621455414990119,ATAC
chr17.40560033.40566173,4.954889403162923,0.026235945298810192,ATAC
CMTM4,4.950648088830528,0.026300060058034508,RNA
chr9.108933334.108935072,4.949927628738384,0.02631096724591022,ATAC
NIPAL2,4.9493720531147165,0.026319381430619043,RNA
PTPRM,4.948214262100977,0.026336925160578624,RNA
SPRED1,4.947420822735743,0.02634895498651014,RNA
chr3.23944056.23946794,4.945755961828004,0.02637421557097705,ATAC
chr12.82357846.82359326,4.938922622747016,0.02647816076961712,ATAC
chr17.38852736.38854590,4.932081579530191,0.026582650437301403,ATAC
chr1.202888323.202889666,4.9286989837396025,0.02663447452113183,ATAC
